INFO 2026-09-04 15:05:14,083 autoreload Watching for file changes with StatReloader
WARNING 2026-09-04 20:58:41,553 log Not Found: /ws/operations/
INFO 2026-09-04 20:58:41,555 basehttp "GET /api/v1/notifications/?unread=true&page_size=1 HTTP/1.1" 200 52
WARNING 2026-09-04 20:58:41,564 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 20:58:41,597 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
WARNING 2026-09-04 20:58:41,622 log Not Found: /ws/notifications/
INFO 2026-09-04 20:58:41,624 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
WARNING 2026-09-04 20:58:41,625 basehttp "GET /ws/notifications/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3518
INFO 2026-09-04 20:58:41,635 basehttp - Broken pipe from ('127.0.0.1', 57247)
INFO 2026-09-04 20:58:41,662 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 21:01:41,796 basehttp "OPTIONS /api/v1/lgas/ HTTP/1.1" 200 0
INFO 2026-09-04 21:01:41,800 basehttp "OPTIONS /api/v1/lgas/ HTTP/1.1" 200 0
WARNING 2026-09-04 21:01:41,886 log Not Found: /ws/operations/
INFO 2026-09-04 21:01:41,888 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
WARNING 2026-09-04 21:01:41,902 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 21:01:41,910 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 21:01:41,936 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:01:41,952 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 21:02:15,970 basehttp "GET /api/v1/auth/me/ HTTP/1.1" 200 252
INFO 2026-09-04 21:02:15,981 basehttp "GET /api/v1/auth/me/ HTTP/1.1" 200 252
INFO 2026-09-04 21:02:16,147 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:02:16,152 basehttp "GET /api/v1/incidents/?page_size=5 HTTP/1.1" 200 52
INFO 2026-09-04 21:02:16,181 basehttp "GET /api/v1/notifications/?unread=true&page_size=1 HTTP/1.1" 200 52
INFO 2026-09-04 21:02:16,193 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 21:02:16,206 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:02:16,208 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
INFO 2026-09-04 21:02:16,225 basehttp "GET /api/v1/incidents/?page_size=5 HTTP/1.1" 200 52
INFO 2026-09-04 21:02:16,234 basehttp "GET /api/v1/notifications/?unread=true&page_size=1 HTTP/1.1" 200 52
INFO 2026-09-04 21:02:16,256 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 21:02:16,258 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
WARNING 2026-09-04 21:02:16,492 log Not Found: /ws/operations/
WARNING 2026-09-04 21:02:16,494 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
WARNING 2026-09-04 21:02:16,558 log Not Found: /ws/notifications/
WARNING 2026-09-04 21:02:16,560 basehttp "GET /ws/notifications/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3518
INFO 2026-09-04 21:02:20,905 basehttp "OPTIONS /api/v1/reports/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:02:20,909 basehttp "OPTIONS /api/v1/reports/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:02:20,940 basehttp "GET /api/v1/reports/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:02:20,964 basehttp "GET /api/v1/reports/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:02:25,603 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:02:25,604 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 21:02:25,638 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 21:02:25,654 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
WARNING 2026-09-04 21:02:25,883 log Not Found: /ws/operations/
WARNING 2026-09-04 21:02:25,888 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 21:03:22,921 basehttp "GET /api/v1/reports/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:22,939 basehttp "GET /api/v1/reports/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:28,793 basehttp "OPTIONS /api/v1/incidents/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:03:28,804 basehttp "OPTIONS /api/v1/incidents/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:03:28,844 basehttp "GET /api/v1/incidents/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:28,868 basehttp "GET /api/v1/incidents/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:33,333 basehttp "OPTIONS /api/v1/assignments/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:03:33,335 basehttp "OPTIONS /api/v1/assignments/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:03:33,394 basehttp "GET /api/v1/assignments/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:33,425 basehttp "GET /api/v1/assignments/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:35,912 basehttp "OPTIONS /api/v1/assignments/assignment_options/ HTTP/1.1" 200 0
INFO 2026-09-04 21:03:35,975 basehttp "GET /api/v1/assignments/assignment_options/ HTTP/1.1" 200 139
INFO 2026-09-04 21:03:46,586 basehttp "OPTIONS /api/v1/officials/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 21:03:46,587 basehttp "OPTIONS /api/v1/officials/?page=1&page_size=50 HTTP/1.1" 200 0
C:\Users\LENOVO\Downloads\ycomps-backend\.venv\Lib\site-packages\rest_framework\pagination.py:198: UnorderedObjectListWarning: Pagination may yield inconsistent results with an unordered object_list: <class 'officials.models.Official'> QuerySet.
  paginator = self.django_paginator_class(queryset, page_size)
INFO 2026-09-04 21:03:46,623 basehttp "GET /api/v1/officials/?page=1&page_size=50 HTTP/1.1" 200 281
INFO 2026-09-04 21:03:46,636 basehttp "GET /api/v1/officials/?page=1&page_size=50 HTTP/1.1" 200 281
INFO 2026-09-04 21:03:51,272 basehttp "OPTIONS /api/v1/officials/e50d999d-c096-4c22-be15-f5e0cc232599/ HTTP/1.1" 200 0
INFO 2026-09-04 21:03:51,272 basehttp "OPTIONS /api/v1/officials/e50d999d-c096-4c22-be15-f5e0cc232599/ HTTP/1.1" 200 0
INFO 2026-09-04 21:03:51,298 basehttp "GET /api/v1/officials/e50d999d-c096-4c22-be15-f5e0cc232599/ HTTP/1.1" 200 229
INFO 2026-09-04 21:03:51,316 basehttp "GET /api/v1/officials/e50d999d-c096-4c22-be15-f5e0cc232599/ HTTP/1.1" 200 229
INFO 2026-09-04 21:03:54,373 basehttp "GET /api/v1/assignments/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:03:54,397 basehttp "GET /api/v1/assignments/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 21:04:06,872 basehttp "OPTIONS /api/v1/conversations/ HTTP/1.1" 200 0
INFO 2026-09-04 21:04:06,874 basehttp "OPTIONS /api/v1/conversations/ HTTP/1.1" 200 0
INFO 2026-09-04 21:04:06,913 basehttp "GET /api/v1/conversations/ HTTP/1.1" 200 52
INFO 2026-09-04 21:04:06,930 basehttp "GET /api/v1/conversations/ HTTP/1.1" 200 52
INFO 2026-09-04 21:04:15,532 basehttp "GET /api/v1/officials/?page=1&page_size=50 HTTP/1.1" 200 281
INFO 2026-09-04 21:04:15,551 basehttp "GET /api/v1/officials/?page=1&page_size=50 HTTP/1.1" 200 281
INFO 2026-09-04 21:04:18,932 basehttp "OPTIONS /api/v1/users/?page_size=200 HTTP/1.1" 200 0
INFO 2026-09-04 21:04:18,933 basehttp "OPTIONS /api/v1/users/?page_size=200 HTTP/1.1" 200 0
INFO 2026-09-04 21:04:18,987 basehttp "GET /api/v1/users/?page_size=200 HTTP/1.1" 200 999
INFO 2026-09-04 21:04:19,020 basehttp "GET /api/v1/users/?page_size=200 HTTP/1.1" 200 999
INFO 2026-09-04 21:04:28,556 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:04:28,661 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:04:28,710 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 21:04:28,746 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
WARNING 2026-09-04 21:04:28,908 log Not Found: /ws/operations/
WARNING 2026-09-04 21:04:28,909 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 21:04:36,667 basehttp "GET /api/v1/incidents/?page_size=5 HTTP/1.1" 200 52
INFO 2026-09-04 21:04:36,676 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:04:36,690 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 21:04:36,713 basehttp "GET /api/v1/incidents/?page_size=5 HTTP/1.1" 200 52
INFO 2026-09-04 21:04:36,726 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 21:04:36,729 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
INFO 2026-09-04 21:04:36,762 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 21:04:36,773 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
WARNING 2026-09-04 21:04:36,928 log Not Found: /ws/operations/
WARNING 2026-09-04 21:04:36,930 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 22:15:18,266 basehttp "GET /api/v1/incidents/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:15:18,273 basehttp "GET /api/v1/incidents/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:15:20,324 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 22:15:20,339 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:15:20,340 basehttp "GET /api/v1/incidents/?page_size=5 HTTP/1.1" 200 52
INFO 2026-09-04 22:15:20,341 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
INFO 2026-09-04 22:15:20,365 basehttp "GET /api/v1/incidents/?page_size=5 HTTP/1.1" 200 52
INFO 2026-09-04 22:15:20,369 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 22:15:20,375 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:15:20,385 basehttp "GET /api/v1/dashboard/summary/ HTTP/1.1" 200 229
WARNING 2026-09-04 22:15:20,615 log Not Found: /ws/operations/
WARNING 2026-09-04 22:15:20,616 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 22:18:20,992 basehttp "OPTIONS /api/v1/sms-pending/?page_size=100&status=pending HTTP/1.1" 200 0
INFO 2026-09-04 22:18:20,993 basehttp "OPTIONS /api/v1/sms-pending/?page_size=100&status=pending HTTP/1.1" 200 0
INFO 2026-09-04 22:18:21,019 basehttp "GET /api/v1/sms-pending/?page_size=100&status=pending HTTP/1.1" 200 52
INFO 2026-09-04 22:18:21,031 basehttp "GET /api/v1/sms-pending/?page_size=100&status=pending HTTP/1.1" 200 52
INFO 2026-09-04 22:18:24,587 basehttp "GET /api/v1/conversations/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:24,608 basehttp "GET /api/v1/conversations/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:28,966 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:28,999 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:29,003 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:18:29,045 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:18:33,540 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:33,541 basehttp "OPTIONS /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 22:18:33,548 basehttp "OPTIONS /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 0
INFO 2026-09-04 22:18:33,581 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:33,583 basehttp "GET /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:18:33,610 basehttp "GET /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:18:34,792 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:34,814 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:18:34,814 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:18:34,840 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:22:02,553 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:22:02,585 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:22:32,897 basehttp "GET /api/v1/users/?page_size=200 HTTP/1.1" 200 999
INFO 2026-09-04 22:22:32,931 basehttp "GET /api/v1/users/?page_size=200 HTTP/1.1" 200 999
INFO 2026-09-04 22:22:51,333 basehttp "OPTIONS /api/v1/users/?page_size=200&role=campaign_admin HTTP/1.1" 200 0
INFO 2026-09-04 22:22:51,349 basehttp "GET /api/v1/users/?page_size=200&role=campaign_admin HTTP/1.1" 200 52
INFO 2026-09-04 22:22:53,677 basehttp "GET /api/v1/users/?page_size=200 HTTP/1.1" 200 999
INFO 2026-09-04 22:22:57,620 basehttp "OPTIONS /api/v1/users/?page_size=200&is_active=true HTTP/1.1" 200 0
INFO 2026-09-04 22:22:57,659 basehttp "GET /api/v1/users/?page_size=200&is_active=true HTTP/1.1" 200 999
INFO 2026-09-04 22:22:59,389 basehttp "GET /api/v1/users/?page_size=200 HTTP/1.1" 200 999
INFO 2026-09-04 22:23:06,553 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:06,583 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:06,591 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:23:06,629 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:23:07,637 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:07,638 basehttp "GET /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:23:07,656 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:07,674 basehttp "GET /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:23:10,639 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:10,665 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:10,670 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:23:10,696 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:23:12,317 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:12,351 basehttp "GET /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:23:12,367 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:12,380 basehttp "GET /api/v1/polling-units/?page=1&page_size=50 HTTP/1.1" 200 52
INFO 2026-09-04 22:23:14,074 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:14,131 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:14,149 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:23:14,203 basehttp "GET /api/v1/analytics/ HTTP/1.1" 200 421
INFO 2026-09-04 22:23:19,217 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:19,230 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 22:23:19,260 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:23:19,288 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
WARNING 2026-09-04 22:23:19,482 log Not Found: /ws/operations/
WARNING 2026-09-04 22:23:19,484 basehttp "GET /ws/operations/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzg4NTgwNzIwLCJpYXQiOjE3ODg1NTE5MjAsImp0aSI6IjYwNDRiMjVjNTZjMDQzYTI5YTZlZjUzYzFjZmI4MTk1IiwidXNlcl9pZCI6IjdiMmQxMWViLWVmYWMtNDU5ZS1hNDM4LWJlMzYxMzY3ZDRhYyJ9.BmG5ugEAUYTby74IvMBLch8kgRswLUXRyT1nr4VExM4 HTTP/1.1" 404 3509
INFO 2026-09-04 22:39:07,790 basehttp "GET /api/v1/auth/me/ HTTP/1.1" 200 252
INFO 2026-09-04 22:39:07,809 basehttp "GET /api/v1/auth/me/ HTTP/1.1" 200 252
INFO 2026-09-04 22:39:07,953 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 22:39:07,976 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:39:08,027 basehttp "GET /api/v1/notifications/?unread=true&page_size=1 HTTP/1.1" 200 52
INFO 2026-09-04 22:39:08,059 basehttp "GET /api/v1/polling-units/map/ HTTP/1.1" 200 2
INFO 2026-09-04 22:39:08,060 basehttp "GET /api/v1/lgas/ HTTP/1.1" 200 52
INFO 2026-09-04 22:39:08,073 basehttp "GET /api/v1/notifications/?unread=true&page_size=1 HTTP/1.1" 200 52
WARNING 2026-09-04 22:39:08,303 log Not Found: /ws/operations/
